0,198,88,12,1
0,198,89,12,1
0,198,90,12,1
0,198,91,12,1
0,198,92,12,1
2,198,83,12,1
2,198,84,12,1
2,198,85,12,1
2,198,86,12,1
2,198,87,12,1
1,199,88,2,1
1,200,88,2,1
1,201,88,2,1
1,203,88,2,1
1,204,88,2,1
1,205,88,2,1
1,202,88,3,1
0,202,89,10,1
0,202,90,10,1
0,202,91,10,1
0,202,92,10,1
0,200,89,7,1
0,200,90,7,1
0,200,91,7,1
0,200,92,7,1
0,201,89,7,1
0,201,90,7,1
0,201,91,7,1
0,201,92,7,1
0,199,89,12,1
0,199,90,12,1
0,199,91,12,1
0,199,92,12,1
0,203,89,12,1
0,203,90,12,1
0,203,91,12,1
0,203,92,12,1
0,204,89,12,1
0,204,90,12,1
0,204,91,12,1
0,204,92,12,1
0,205,89,12,1
0,205,90,12,1
0,205,91,12,1
0,205,92,12,1
0,206,89,12,1
0,206,90,12,1
0,206,91,12,1
0,206,92,12,1
0,207,89,12,1
0,207,90,12,1
0,207,91,12,1
0,207,92,12,1
0,208,89,12,1
0,208,90,12,1
0,208,91,12,1
0,208,92,12,1
0,209,89,12,1
0,209,90,12,1
0,209,91,12,1
0,209,92,12,1
0,206,87,12,1
0,206,88,12,1
0,207,87,12,1
0,207,88,12,1
0,208,87,12,1
0,208,88,12,1
0,209,87,12,1
0,209,88,12,1
1,207,86,2,1
1,208,86,2,1
1,209,86,2,1
5,206,86,2,1
1,210,86,3,1
1,212,86,3,1
1,211,86,2,1
1,213,86,2,1
1,214,86,2,1
1,215,86,2,1
4,216,85,12,1
0,213,87,12,1
0,213,88,12,1
0,213,89,12,1
0,213,90,12,1
0,213,91,12,1
0,213,92,12,1
0,214,87,12,1
0,214,88,12,1
0,214,89,12,1
0,214,90,12,1
0,214,91,12,1
0,214,92,12,1
0,215,87,12,1
0,215,88,12,1
0,215,89,12,1
0,215,90,12,1
0,215,91,12,1
0,215,92,12,1
0,216,86,12,1
0,216,87,12,1
0,216,88,12,1
0,216,89,12,1
0,216,90,12,1
0,216,91,12,1
0,216,92,12,1
0,212,87,10,1
0,212,88,10,1
0,212,89,10,1
0,212,90,10,1
0,212,91,10,1
0,212,92,10,1
0,210,87,10,1
0,210,88,10,1
0,210,89,10,1
0,210,90,10,1
0,210,91,10,1
0,210,92,10,1
0,211,87,12,1
0,211,88,12,1
0,211,89,12,1
0,211,90,12,1
0,211,91,12,1
0,211,92,12,1
0,217,85,10,1
0,217,86,10,1
0,217,87,10,1
0,217,88,10,1
0,217,89,10,1
0,217,90,10,1
0,217,91,10,1
0,217,92,10,1
5,216,84,2,1
1,218,84,2,1
1,219,84,2,1
1,217,84,3,1
0,220,85,10,1
0,220,86,10,1
0,220,87,10,1
0,220,88,10,1
0,220,89,10,1
0,220,90,10,1
0,220,91,10,1
0,220,92,10,1
0,218,85,7,1
0,218,86,7,1
0,218,87,7,1
0,218,88,7,1
0,218,89,7,1
0,218,90,7,1
0,218,91,7,1
0,218,92,7,1
0,219,85,7,1
0,219,86,7,1
0,219,87,7,1
0,219,88,7,1
0,219,89,7,1
0,219,90,7,1
0,219,91,7,1
0,219,92,7,1
1,220,84,3,1
1,221,84,2,1
1,223,84,2,1
1,225,84,2,1
1,226,84,2,1
1,227,84,2,1
0,221,85,12,1
0,221,86,12,1
0,221,87,12,1
0,221,88,12,1
0,221,89,12,1
0,221,90,12,1
0,221,91,12,1
0,221,92,12,1
0,223,85,12,1
0,223,86,12,1
0,223,87,12,1
0,223,88,12,1
0,223,89,12,1
0,223,90,12,1
0,223,91,12,1
0,223,92,12,1
0,225,85,12,1
0,225,86,12,1
0,225,87,12,1
0,225,88,12,1
0,225,89,12,1
0,225,90,12,1
0,225,91,12,1
0,225,92,12,1
0,226,85,12,1
0,226,86,12,1
0,226,87,12,1
0,226,88,12,1
0,226,89,12,1
0,226,90,12,1
0,226,91,12,1
0,226,92,12,1
0,227,85,12,1
0,227,86,12,1
0,227,87,12,1
0,227,88,12,1
0,227,89,12,1
0,227,90,12,1
0,227,91,12,1
0,227,92,12,1
0,222,85,10,1
0,222,86,10,1
0,222,87,10,1
0,222,88,10,1
0,222,89,10,1
0,222,90,10,1
0,222,91,10,1
0,222,92,10,1
0,224,85,10,1
0,224,86,10,1
0,224,87,10,1
0,224,88,10,1
0,224,89,10,1
0,224,90,10,1
0,224,91,10,1
