0,84,251,24,1
2,80,252,12,1
2,80,253,12,1
2,80,254,12,1
4,83,251,14,1
4,83,252,14,1
4,83,253,14,1
5,83,254,5,1
0,84,252,24,1
3,84,254,9,1
3,85,254,9,1
3,86,254,9,1
3,87,254,9,1
3,88,254,9,1
3,89,254,9,1
3,90,254,9,1
3,91,254,9,1
3,92,254,9,1
3,93,254,9,1
3,94,254,9,1
3,95,254,9,1
3,96,254,9,1
3,97,254,9,1
3,98,254,9,1
3,99,254,9,1
3,100,254,9,1
3,101,254,9,1
0,84,253,20,1
0,85,253,19,1
0,86,253,19,1
0,87,253,19,1
0,89,253,19,1
0,90,253,19,1
0,92,253,19,1
0,93,253,19,1
0,94,253,19,1
0,95,253,19,1
0,96,253,19,1
0,98,253,19,1
0,99,253,19,1
0,100,253,19,1
0,88,253,20,1
0,88,251,24,1
0,88,252,24,1
0,85,251,13,1
0,85,252,13,1
0,86,251,13,1
0,86,252,13,1
0,87,251,13,1
0,87,252,13,1
0,89,251,13,1
0,89,252,13,1
0,90,251,13,1
0,90,252,13,1
0,91,253,20,1
0,91,251,24,1
0,91,252,24,1
0,92,251,13,1
0,92,252,13,1
0,93,251,13,1
0,93,252,13,1
0,94,251,13,1
0,94,252,13,1
0,95,251,13,1
0,95,252,13,1
0,96,251,13,1
0,96,252,13,1
0,97,251,24,1
0,97,252,24,1
0,97,253,20,1
0,101,253,20,1
0,101,251,24,1
0,101,252,24,1
0,98,251,13,1
0,98,252,13,1
0,99,251,13,1
0,99,252,13,1
0,100,251,13,1
0,100,252,13,1
2,80,255,12,1
2,80,256,12,1
2,80,257,12,1
2,80,258,12,1
2,80,259,12,1
2,80,260,12,1
2,80,261,12,1
2,80,262,12,1
1,81,263,17,1
1,82,263,17,1
1,83,263,17,1
0,80,263,16,1
0,79,253,19,1
0,72,253,19,1
0,73,253,19,1
0,74,253,19,1
0,75,253,19,1
0,76,253,19,1
0,77,253,19,1
0,78,253,19,1
0,72,252,13,1
0,73,252,13,1
0,74,252,13,1
0,75,252,13,1
0,76,252,13,1
0,77,252,13,1
0,78,252,13,1
0,79,252,13,1
2,80,251,12,1
0,72,251,13,1
0,73,251,13,1
0,74,251,13,1
0,75,251,13,1
0,76,251,13,1
0,77,251,13,1
0,78,251,13,1
0,79,251,13,1
0,79,259,19,1
0,72,259,19,1
0,73,259,19,1
0,74,259,19,1
0,75,259,19,1
0,76,259,19,1
0,77,259,19,1
0,78,259,19,1
0,72,254,13,1
0,72,255,13,1
0,72,256,13,1
0,72,257,13,1
0,72,258,13,1
0,73,254,13,1
0,73,255,13,1
0,73,256,13,1
0,73,257,13,1
0,73,258,13,1
0,74,256,13,1
0,74,257,13,1
0,74,258,13,1
0,75,254,13,1
0,75,255,13,1
0,75,256,13,1
0,75,257,13,1
0,75,258,13,1
0,76,254,13,1
0,76,255,13,1
0,76,256,13,1
0,76,257,13,1
0,76,258,13,1
0,77,254,13,1
0,77,255,13,1
0,77,256,13,1
0,77,257,13,1
0,77,258,13,1
0,78,254,13,1
0,78,255,13,1
0,78,256,13,1
0,78,257,13,1
0,78,258,13,1
0,79,254,13,1
0,79,255,13,1
0,79,256,13,1
0,79,257,13,1
0,79,258,13,1
0,72,260,13,1
0,72,261,13,1
0,72,262,13,1
0,72,263,13,1
0,72,264,13,1
0,72,265,13,1
0,72,266,13,1
0,72,267,13,1
0,73,260,13,1
0,73,261,13,1
0,73,262,13,1
0,73,263,13,1
0,73,264,13,1
0,73,265,13,1
0,73,266,13,1
0,73,267,13,1
0,74,260,13,1
0,74,261,13,1
0,74,262,13,1
0,74,263,13,1
0,74,264,13,1
0,74,265,13,1
0,74,266,13,1
0,74,267,13,1
0,75,260,13,1
0,75,261,13,1
0,75,262,13,1
0,75,263,13,1
0,75,264,13,1
0,75,265,13,1
0,75,266,13,1
0,75,267,13,1
0,76,260,13,1
0,76,261,13,1
0,76,262,13,1
0,76,263,13,1
0,76,264,13,1
0,76,265,13,1
0,76,266,13,1
0,76,267,13,1
0,77,260,13,1
0,77,261,13,1
0,77,262,13,1
0,77,263,13,1
0,77,264,13,1
0,77,265,13,1
0,77,266,13,1
0,77,267,13,1
0,78,260,13,1
0,78,261,13,1
0,78,262,13,1
0,78,263,13,1
0,78,264,13,1
0,78,265,13,1
0,78,266,13,1
0,78,267,13,1
0,79,260,13,1
0,79,261,13,1
0,79,262,13,1
0,79,263,13,1
0,79,264,13,1
0,79,265,13,1
0,79,266,13,1
0,79,267,13,1
0,80,264,13,1
0,80,265,13,1
0,80,266,13,1
0,80,267,13,1
0,81,264,13,1
0,81,265,13,1
0,81,266,13,1
0,81,267,13,1
0,82,264,13,1
0,82,265,13,1
0,82,266,13,1
0,82,267,13,1
0,83,264,13,1
0,83,265,13,1
0,83,266,13,1
0,83,267,13,1
0,84,264,24,1
0,84,265,24,1
0,84,266,24,1
0,84,267,24,1
1,84,263,17,1
1,85,263,17,1
0,85,264,13,1
0,85,265,13,1
0,85,266,13,1
0,85,267,13,1
0,86,264,13,1
0,86,265,13,1
0,86,266,13,1
0,86,267,13,1
1,86,263,17,1
0,87,264,24,1
0,87,265,24,1
0,87,266,24,1
0,87,267,24,1
0,89,264,24,1
0,89,265,24,1
0,89,266,24,1
0,89,267,24,1
1,87,263,17,1
1,88,263,17,1
1,89,263,17,1
1,90,263,17,1
1,91,263,17,1
1,92,263,17,1
1,93,263,17,1
1,94,263,17,1
0,88,264,13,1
0,88,265,13,1
0,88,266,13,1
0,88,267,13,1
0,90,264,13,1
0,90,265,13,1
0,90,266,13,1
0,90,267,13,1
0,91,264,13,1
0,91,265,13,1
0,91,266,13,1
0,91,267,13,1
0,92,264,13,1
0,92,265,13,1
0,92,266,13,1
0,92,267,13,1
0,94,264,13,1
0,94,265,13,1
0,94,266,13,1
0,94,267,13,1
0,93,264,24,1
0,93,265,24,1
0,93,266,24,1
0,93,267,24,1
0,95,264,24,1
0,95,265,24,1
0,95,266,24,1
0,95,267,24,1
1,95,263,17,1
0,98,264,24,1
0,98,265,24,1
0,98,266,24,1
0,98,267,24,1
0,99,263,18,1
5,99,262,1,1
5,100,262,2,1
0,100,263,16,1
1,96,263,17,1
1,97,263,17,1
1,98,263,17,1
0,96,264,13,1
0,96,265,13,1
0,96,266,13,1
0,96,267,13,1
0,97,264,13,1
0,97,265,13,1
0,97,266,13,1
0,97,267,13,1
0,99,264,13,1
0,99,265,13,1
0,99,266,13,1
0,99,267,13,1
0,100,264,13,1
0,100,265,13,1
0,100,266,13,1
0,100,267,13,1
0,101,264,13,1
0,101,265,13,1
0,101,266,13,1
0,101,267,13,1
0,74,254,13,1
0,74,255,13,1
1,101,263,17,1
1,102,263,17,1
1,103,263,17,1
1,104,263,17,1
0,105,263,18,1
5,105,262,1,1
5,106,262,2,1
0,106,263,16,1
1,107,263,17,1
1,108,263,17,1
1,109,263,17,1
1,110,263,17,1
0,102,264,24,1
0,102,265,24,1
0,102,266,24,1
0,102,267,24,1
0,103,264,13,1
0,103,265,13,1
0,103,266,13,1
0,103,267,13,1
0,104,264,13,1
0,104,265,13,1
0,104,266,13,1
0,104,267,13,1
0,105,264,13,1
0,105,265,13,1
0,105,266,13,1
0,105,267,13,1
0,106,264,13,1
0,106,265,13,1
0,106,266,13,1
0,106,267,13,1
0,107,264,13,1
0,107,265,13,1
0,107,266,13,1
0,107,267,13,1
0,108,264,24,1
0,108,265,24,1
0,108,266,24,1
0,108,267,24,1
0,109,264,24,1
0,109,265,24,1
0,109,266,24,1
0,109,267,24,1
0,110,264,13,1
0,110,265,13,1
0,110,266,13,1
0,110,267,13,1
0,111,264,13,1
0,111,265,13,1
0,111,266,13,1
0,111,267,13,1
0,112,264,13,1
0,112,265,13,1
0,112,266,13,1
0,112,267,13,1
0,113,264,13,1
0,113,265,13,1
0,113,266,13,1
0,113,267,13,1
0,111,263,18,1
5,111,262,1,1
5,112,262,2,1
0,112,263,16,1
1,113,263,17,1
1,114,263,17,1
1,115,263,17,1
1,116,263,17,1
0,114,264,24,1
0,114,265,24,1
0,114,266,24,1
0,114,267,24,1
0,115,264,24,1
0,115,265,24,1
0,115,266,24,1
0,115,267,24,1
0,116,264,13,1
0,116,265,13,1
0,116,266,13,1
0,116,267,13,1
0,117,264,13,1
0,117,265,13,1
0,117,266,13,1
0,117,267,13,1
0,118,264,13,1
0,118,265,13,1
0,118,266,13,1
0,118,267,13,1
0,117,263,18,1
4,117,262,14,1
5,117,261,1,1
1,118,261,17,1
1,119,261,17,1
1,120,261,17,1
1,121,261,17,1
1,122,261,17,1
0,118,262,13,1
0,118,263,13,1
0,119,262,24,1
0,119,263,24,1
0,119,264,24,1
0,119,265,24,1
0,119,266,24,1
0,119,267,24,1
0,120,262,13,1
0,120,263,13,1
0,120,264,13,1
0,120,265,13,1
0,120,266,13,1
0,120,267,13,1
0,121,262,13,1
0,121,263,13,1
0,121,264,13,1
0,121,265,13,1
0,121,266,13,1
0,121,267,13,1
0,122,262,13,1
0,122,263,13,1
0,122,264,13,1
0,122,265,13,1
0,122,266,13,1
0,122,267,13,1
0,123,262,13,1
0,123,263,13,1
0,123,264,13,1
0,123,265,13,1
0,123,266,13,1
0,123,267,13,1
0,123,261,18,1
4,123,260,14,1
5,123,259,1,1
1,124,259,17,1
1,125,259,17,1
1,126,259,17,1
0,124,260,24,1
0,124,261,24,1
0,124,262,24,1
0,124,263,24,1
0,124,264,24,1
0,124,265,24,1
0,124,266,24,1
0,124,267,24,1
0,125,260,13,1
0,125,261,13,1
0,125,262,13,1
0,125,263,13,1
0,125,264,13,1
0,125,265,13,1
0,125,266,13,1
0,125,267,13,1
0,126,260,13,1
0,126,261,13,1
0,126,262,13,1
0,126,263,13,1
0,126,264,13,1
0,126,265,13,1
0,126,266,13,1
0,126,267,13,1
0,127,260,9,1
0,128,260,9,1
0,129,260,9,1
0,130,260,9,1
0,131,260,9,1
0,132,260,9,1
0,133,260,9,1
0,134,260,9,1
0,135,260,9,1
5,123,256,6,1
0,123,251,12,1
0,123,252,12,1
0,123,253,12,1
0,123,254,12,1
2,123,255,12,1
3,124,254,44,1
3,125,254,45,1
3,126,254,45,1
0,125,253,41,1
0,125,252,37,1
0,126,252,38,1
0,126,253,42,1
0,124,251,40,1
0,124,252,40,1
0,124,253,40,1
0,125,251,46,1
0,126,251,46,1
3,106,256,9,1
3,107,256,9,1
3,108,256,9,1
3,109,256,9,1
3,110,256,9,1
3,111,256,9,1
3,112,256,9,1
3,113,256,9,1
3,114,256,9,1
3,115,256,9,1
3,116,256,9,1
3,117,256,9,1
5,105,256,5,1
4,105,255,14,1
3,102,254,9,1
3,103,254,9,1
3,104,254,9,1
0,105,254,10,1
0,102,253,19,1
0,103,253,19,1
0,104,253,19,1
0,105,253,19,1
0,106,253,19,1
0,108,253,19,1
0,109,253,19,1
0,110,253,19,1
0,111,253,19,1
0,112,253,19,1
0,114,253,19,1
0,116,253,19,1
0,117,253,19,1
0,118,253,19,1
0,119,253,19,1
0,121,253,19,1
0,122,253,19,1
0,107,251,24,1
0,107,252,24,1
0,107,254,24,1
0,107,255,24,1
0,107,253,20,1
0,102,251,13,1
0,102,252,13,1
0,103,251,13,1
0,103,252,13,1
0,104,251,13,1
0,104,252,13,1
0,105,251,13,1
0,105,252,13,1
0,106,251,13,1
0,106,252,13,1
0,106,254,13,1
0,106,255,13,1
0,113,251,24,1
0,113,252,24,1
0,113,254,24,1
0,113,255,24,1
0,113,253,20,1
0,115,253,20,1
0,115,251,24,1
0,115,252,24,1
0,115,254,24,1
0,115,255,24,1
0,108,254,13,1
0,108,255,13,1
0,109,254,13,1
0,109,255,13,1
0,110,254,13,1
0,110,255,13,1
0,111,254,13,1
0,111,255,13,1
0,112,254,13,1
0,112,255,13,1
0,108,251,13,1
0,108,252,13,1
0,109,251,13,1
0,109,252,13,1
0,110,251,13,1
0,110,252,13,1
0,111,251,13,1
0,111,252,13,1
0,112,251,13,1
0,112,252,13,1
0,114,251,13,1
0,114,252,13,1
0,114,254,13,1
0,114,255,13,1
0,120,255,24,1
0,120,254,24,1
0,120,252,24,1
0,120,251,24,1
0,120,253,20,1
0,121,254,13,1
0,121,255,13,1
0,122,254,13,1
0,122,255,13,1
0,121,251,13,1
0,121,252,13,1
0,122,251,13,1
0,122,252,13,1
0,116,251,13,1
0,116,252,13,1
0,117,251,13,1
0,117,252,13,1
0,118,251,13,1
0,118,252,13,1
0,119,251,13,1
0,119,252,13,1
0,116,254,13,1
0,116,255,13,1
0,117,254,13,1
0,117,255,13,1
0,118,254,13,1
0,118,255,13,1
0,119,254,13,1
0,119,255,13,1
0,127,254,9,1
0,128,254,9,1
0,129,254,9,1
0,130,254,9,1
0,131,254,9,1
0,132,254,9,1
0,133,254,9,1
0,134,254,9,1
0,135,254,9,1
0,136,254,9,1
0,127,253,17,1
0,128,253,17,1
0,129,253,17,1
0,130,253,17,1
0,131,253,17,1
0,132,253,17,1
0,133,253,17,1
0,134,253,17,1
0,135,253,17,1
0,136,253,17,1
0,127,259,17,1
0,128,259,17,1
0,129,259,17,1
0,130,259,17,1
0,131,259,17,1
0,132,259,17,1
0,133,259,17,1
0,134,259,17,1
0,135,259,17,1
3,118,256,9,1
3,119,256,9,1
3,120,256,9,1
3,121,256,9,1
3,122,256,9,1
